Press,News Article,Exaggeration,Cosine Similarity
14-11-012.txt,14-11-012_guardian.txt,0,0.449356
03-11-019.txt,03-11-019_guardian.txt,0,0.450192
04-11-001.txt,04-11-001_daily_mail.txt,0,0.450719
03-11-035.txt,03-11-035_bbc.txt,0,0.450961
15-11-016.txt,15-11-016_bbc.txt,0,0.451057
03-11-027.txt,03-11-027_reuters.txt,0,0.453526
03-11-024.txt,03-11-024_daily_mail.txt,0,0.453626
11-11-001.txt,11-11-001_independent.txt,0,0.453923
06-11-018.txt,06-11-018_telegraph.txt,0,0.455103
01-11-023.txt,01-11-023_mirror.txt,0,0.455436
03-11-038.txt,03-11-038_bbc.txt,0,0.455688
01-11-015.txt,01-11-015_bbc.txt,0,0.456401
07-11-011.txt,07-11-011_telegraph.txt,0,0.457735
04-11-001.txt,04-11-001_guardian.txt,0,0.458891
16-11-007.txt,16-11-007_express.txt,0,0.459683
03-11-026.txt,03-11-026_daily_mail.txt,1,0.461614
08-11-028.txt,08-11-028_guardian.txt,0,0.462303
07-11-017.txt,07-11-017_express.txt,0,0.463161
15-11-014.txt,15-11-014_bbc.txt,0,0.463448
03-11-026.txt,03-11-026_express.txt,1,0.463549
03-11-027.txt,03-11-027_bbc.txt,0,0.463605
03-11-027.txt,03-11-027_independent.txt,0,0.464833
05-11-007.txt,05-11-007_sun.txt,1,0.465477
07-11-029.txt,07-11-029_sun.txt,0,0.465978
04-11-001.txt,04-11-001_bbc.txt,0,0.466044
04-11-008.txt,04-11-008_express.txt,0,0.466606
16-11-003.txt,16-11-003_bbc.txt,0,0.466765
01-11-023.txt,01-11-023_daily_mail.txt,1,0.46729
08-11-018.txt,08-11-018_express.txt,0,0.468215
01-11-019.txt,01-11-019_times.txt,0,0.469071
07-11-011.txt,07-11-011_express.txt,0,0.469208
07-11-017.txt,07-11-017_times.txt,0,0.471564
07-11-018.txt,07-11-018_scotsman.txt,0,0.472354
12-11-005.txt,12-11-005_independent.txt,1,0.472633
15-11-014.txt,15-11-014_mirror.txt,0,0.472827
13-11-016.txt,13-11-016_express.txt,0,0.473475
01-11-016.txt,01-11-016_independent.txt,0,0.475498
15-11-018.txt,15-11-018_bbc.txt,0,0.476225
01-11-002.txt,01-11-002_telegraph.txt,0,0.476251
07-11-010.txt,07-11-010_telegraph.txt,0,0.476655
19-11-008.txt,19-11-008_daily_mail.txt,0,0.477406
01-11-015.txt,01-11-015_mirror.txt,0,0.478351
09-11-003.txt,09-11-003_mirror.txt,0,0.479505
16-11-007.txt,16-11-007_daily_mail.txt,0,0.480198
16-11-007.txt,16-11-007_sun.txt,1,0.480335
01-11-013.txt,01-11-013_sun.txt,1,0.481129
04-11-008.txt,04-11-008_metro.txt,0,0.482043
01-11-014.txt,01-11-014_telegraph.txt,0,0.482627
13-11-016.txt,13-11-016_daily_mail.txt,0,0.482814
06-11-006.txt,06-11-006_reuters.txt,1,0.482985
07-11-001.txt,07-11-001_express.txt,0,0.483723
16-11-007.txt,16-11-007_reuters.txt,1,0.484353
01-11-016.txt,01-11-016_daily_mail.txt,0,0.4849
14-11-020.txt,14-11-020_mirror.txt,0,0.484963
01-11-023.txt,01-11-023_reuters.txt,1,0.485415
14-11-018.txt,14-11-018_daily_mail.txt,0,0.485876
15-11-006.txt,15-11-006_bbc.txt,0,0.486068
03-11-028.txt,03-11-028_sun.txt,0,0.486082
12-11-015.txt,12-11-015_mirror.txt,0,0.486387
12-11-026.txt,12-11-026_reuters.txt,0,0.487309
19-11-014.txt,19-11-014_mirror.txt,0,0.48731
08-11-010.txt,08-11-010_bbc.txt,0,0.487354
09-11-003.txt,09-11-003_daily_star.txt,0,0.487699
14-11-007.txt,14-11-007_reuters.txt,1,0.488507
06-11-007.txt,06-11-007_mirror.txt,0,0.48885
06-11-018.txt,06-11-018_times.txt,0,0.48901
04-11-001.txt,04-11-001_reuters.txt,0,0.490704
15-11-014.txt,15-11-014_daily_mail.txt,0,0.490894
12-11-015.txt,12-11-015_express.txt,0,0.491051
08-11-018.txt,08-11-018_daily_mail.txt,0,0.491053
13-11-011.txt,13-11-011_express.txt,0,0.491837
07-11-038.txt,07-11-038_sun.txt,0,0.492772
07-11-029.txt,07-11-029_telegraph.txt,0,0.493457
03-11-026.txt,03-11-026_bbc.txt,1,0.494344
07-11-026.txt,07-11-026_daily_mail.txt,0,0.494355
08-11-008.txt,08-11-008_sun.txt,0,0.494401
03-11-020.txt,03-11-020_telegraph.txt,1,0.494895
20-11-011.txt,20-11-011_sun.txt,0,0.495438
03-11-004.txt,03-11-004_reuters.txt,0,0.495796
06-11-025.txt,06-11-025_daily_mail.txt,0,0.495844
15-11-006.txt,15-11-006_sun.txt,0,0.497297
02-11-022.txt,02-11-022_daily_mail.txt,1,0.497934
08-11-018.txt,08-11-018_independent.txt,0,0.499564
06-11-007.txt,06-11-007_telegraph.txt,0,0.500026
06-11-015.txt,06-11-015_bbc.txt,1,0.500792
11-11-001.txt,11-11-001_sun.txt,0,0.501969
18-11-006.txt,18-11-006_independent.txt,0,0.501985
03-11-022.txt,03-11-022_mirror.txt,0,0.502837
02-11-027.txt,02-11-027_independent.txt,0,0.503235
03-11-026.txt,03-11-026_sun.txt,0,0.504132
08-11-019.txt,08-11-019_reuters.txt,0,0.504223
02-11-049.txt,02-11-049_mirror.txt,0,0.505097
02-11-030.txt,02-11-030_telegraph.txt,1,0.505121
15-11-017.txt,15-11-017_bbc.txt,0,0.505253
06-11-011.txt,06-11-011_mirror.txt,0,0.506205
01-11-016.txt,01-11-016_express.txt,0,0.506919
02-11-040.txt,02-11-040_reuters.txt,0,0.507668
05-11-036.txt,05-11-036_telegraph.txt,0,0.507979
01-11-013.txt,01-11-013_bbc.txt,1,0.508248
15-11-011.txt,15-11-011_guardian.txt,0,0.509195
03-11-013.txt,03-11-013_guardian.txt,1,0.509444
07-11-041.txt,07-11-041_sun.txt,0,0.509741
06-11-018.txt,06-11-018_bbc.txt,0,0.509755
02-11-002.txt,02-11-002_bbc.txt,1,0.510231
08-11-008.txt,08-11-008_express.txt,0,0.51097
15-11-016.txt,15-11-016_guardian.txt,0,0.511948
01-11-015.txt,01-11-015_daily_star.txt,0,0.512918
20-11-001.txt,20-11-001_telegraph.txt,0,0.512986
03-11-027.txt,03-11-027_scotsman.txt,0,0.514067
03-11-011.txt,03-11-011_reuters.txt,1,0.514246
19-11-016.txt,19-11-016_bbc.txt,0,0.514349
13-11-010.txt,13-11-010_times.txt,1,0.515059
08-11-018.txt,08-11-018_mirror.txt,0,0.515436
07-11-032.txt,07-11-032_telegraph.txt,1,0.515534
03-11-024.txt,03-11-024_guardian.txt,0,0.515772
09-11-004.txt,09-11-004_express.txt,0,0.515853
08-11-018.txt,08-11-018_sun.txt,0,0.516385
01-11-023.txt,01-11-023_telegraph.txt,1,0.516447
02-11-002.txt,02-11-002_daily_mail.txt,1,0.516894
20-11-014.txt,20-11-014_sun.txt,0,0.517037
07-11-002.txt,07-11-002_economist.txt,0,0.51717
06-11-018.txt,06-11-018_express.txt,0,0.518451
07-11-030.txt,07-11-030_sun.txt,0,0.519027
15-11-011.txt,15-11-011_bbc.txt,1,0.519185
02-11-040.txt,02-11-040_bbc.txt,1,0.520543
05-11-009.txt,05-11-009_sun.txt,0,0.52136
03-11-013.txt,03-11-013_daily_mail.txt,0,0.521542
01-11-013.txt,01-11-013_guardian.txt,0,0.521723
02-11-002.txt,02-11-002_express.txt,1,0.522143
02-11-002.txt,02-11-002_sun.txt,1,0.52251
07-11-018.txt,07-11-018_guardian.txt,1,0.522655
03-11-027.txt,03-11-027_telegraph.txt,0,0.523022
05-11-008.txt,05-11-008_express.txt,0,0.524012
19-11-014.txt,19-11-014_metro.txt,0,0.524744
05-11-031.txt,05-11-031_daily_mail.txt,0,0.524776
05-11-018.txt,05-11-018_daily_mail.txt,1,0.524868
02-11-040.txt,02-11-040_scotsman.txt,0,0.524901
12-11-012.txt,12-11-012_mirror.txt,0,0.524958
08-11-028.txt,08-11-028_reuters.txt,0,0.525651
07-11-013.txt,07-11-013_mirror.txt,0,0.525792
01-11-015.txt,01-11-015_telegraph.txt,0,0.525891
13-11-015.txt,13-11-015_telegraph.txt,0,0.52639
03-11-027.txt,03-11-027_times.txt,0,0.527162
13-11-010.txt,13-11-010_independent.txt,1,0.527893
19-11-011.txt,19-11-011_metro.txt,0,0.528619
08-11-026.txt,08-11-026_scotsman.txt,0,0.528935
05-11-035.txt,05-11-035_sun.txt,0,0.529784
20-11-011.txt,20-11-011_metro.txt,0,0.529966
07-11-032.txt,07-11-032_metro.txt,1,0.529992
12-11-008.txt,12-11-008_express.txt,0,0.530354
20-11-011.txt,20-11-011_telegraph.txt,0,0.5323
01-11-015.txt,01-11-015_daily_mail.txt,0,0.53249
15-11-027.txt,15-11-027_telegraph.txt,0,0.532572
03-11-026.txt,03-11-026_times.txt,1,0.532983
03-11-033.txt,03-11-033_daily_mail.txt,1,0.533037
11-11-004.txt,11-11-004_daily_mail.txt,0,0.533556
03-11-005.txt,03-11-005_bbc.txt,0,0.534674
07-11-018.txt,07-11-018_telegraph.txt,1,0.534693
04-11-008.txt,04-11-008_bbc.txt,0,0.535652
07-11-026.txt,07-11-026_telegraph.txt,0,0.535696
03-11-026.txt,03-11-026_independent.txt,1,0.5361
19-11-010.txt,19-11-010_new_scientist.txt,0,0.536272
03-11-042.txt,03-11-042_mirror.txt,0,0.536396
05-11-025.txt,05-11-025_express.txt,0,0.537755
12-11-019.txt,12-11-019_guardian.txt,0,0.537985
01-11-023.txt,01-11-023_express.txt,0,0.538116
15-11-015.txt,15-11-015_bbc.txt,0,0.538162
19-11-014.txt,19-11-014_sun.txt,0,0.538487
12-11-026.txt,12-11-026_guardian.txt,0,0.53885
04-11-009.txt,04-11-009_express.txt,0,0.538908
15-11-013.txt,15-11-013_mirror.txt,0,0.539744
13-11-010.txt,13-11-010_daily_mail.txt,1,0.53976
12-11-030.txt,12-11-030_sun.txt,0,0.539975
19-11-014.txt,19-11-014_new_scientist.txt,0,0.540096
14-11-003.txt,14-11-003_guardian.txt,0,0.540189
08-11-008.txt,08-11-008_telegraph.txt,0,0.541209
06-11-007.txt,06-11-007_express.txt,0,0.541226
08-11-017.txt,08-11-017_reuters.txt,0,0.541279
19-11-002.txt,19-11-002_metro.txt,0,0.541511
08-11-004.txt,08-11-004_reuters.txt,0,0.541658
01-11-013.txt,01-11-013_scotsman.txt,1,0.542532
19-11-006.txt,19-11-006_bbc.txt,1,0.543161
05-11-002.txt,05-11-002_telegraph.txt,0,0.543262
13-11-010.txt,13-11-010_metro.txt,0,0.543274
20-11-011.txt,20-11-011_mirror.txt,0,0.543459
03-11-040.txt,03-11-040_daily_mail.txt,1,0.545246
05-11-002.txt,05-11-002_daily_mail.txt,0,0.54544
06-11-025.txt,06-11-025_telegraph.txt,1,0.545929
08-11-027.txt,08-11-027_independent.txt,0,0.546031
12-11-019.txt,12-11-019_daily_mail.txt,0,0.546041
11-11-001.txt,11-11-001_guardian.txt,1,0.546169
13-11-016.txt,13-11-016_times.txt,0,0.546271
16-11-007.txt,16-11-007_times.txt,1,0.546468
06-11-023.txt,06-11-023_independent.txt,0,0.547615
07-11-002.txt,07-11-002_bbc.txt,0,0.547684
12-11-026.txt,12-11-026_express.txt,0,0.548337
12-11-005.txt,12-11-005_bbc.txt,0,0.548523
12-11-019.txt,12-11-019_times.txt,0,0.548542
03-11-005.txt,03-11-005_daily_mail.txt,0,0.549165
04-11-012.txt,04-11-012_daily_mail.txt,0,0.54941
09-11-004.txt,09-11-004_bbc.txt,0,0.550134
06-11-001.txt,06-11-001_daily_mail.txt,0,0.550336
17-11-012.txt,17-11-012_mirror.txt,0,0.550337
02-11-004.txt,02-11-004_guardian.txt,1,0.550909
15-11-006.txt,15-11-006_express.txt,1,0.551059
13-11-009.txt,13-11-009_telegraph.txt,0,0.551105
03-11-004.txt,03-11-004_bbc.txt,0,0.551753
15-11-013.txt,15-11-013_express.txt,0,0.551875
18-11-013.txt,18-11-013_guardian.txt,1,0.551986
14-11-027.txt,14-11-027_bbc.txt,1,0.552595
03-11-040.txt,03-11-040_mirror.txt,1,0.552701
08-11-004.txt,08-11-004_daily_mail.txt,0,0.553602
03-11-032.txt,03-11-032_sun.txt,0,0.554722
19-11-002.txt,19-11-002_telegraph.txt,0,0.554811
16-11-005.txt,16-11-005_sun.txt,0,0.554832
19-11-003.txt,19-11-003_bbc.txt,1,0.554892
02-11-036.txt,02-11-036_bbc.txt,0,0.555242
12-11-012.txt,12-11-012_metro.txt,0,0.556433
06-11-010.txt,06-11-010_metro.txt,0,0.556976
04-11-010.txt,04-11-010_express.txt,0,0.557831
05-11-002.txt,05-11-002_bbc.txt,0,0.558525
06-11-007.txt,06-11-007_bbc.txt,1,0.558529
14-11-006.txt,14-11-006_daily_mail.txt,1,0.558561
05-11-022.txt,05-11-022_metro.txt,0,0.558567
01-11-015.txt,01-11-015_independent.txt,0,0.559477
08-11-026.txt,08-11-026_metro.txt,0,0.560005
01-11-016.txt,01-11-016_reuters.txt,0,0.560555
06-11-011.txt,06-11-011_daily_star.txt,0,0.560696
09-11-013.txt,09-11-013_express.txt,0,0.56075
08-11-017.txt,08-11-017_daily_mail.txt,0,0.560857
08-11-026.txt,08-11-026_independent.txt,0,0.562068
04-11-012.txt,04-11-012_telegraph.txt,0,0.562129
03-11-036.txt,03-11-036_reuters.txt,0,0.562162
05-11-021.txt,05-11-021_reuters.txt,1,0.562425
05-11-018.txt,05-11-018_express.txt,0,0.562463
07-11-038.txt,07-11-038_daily_mail.txt,0,0.56308
03-11-027.txt,03-11-027_guardian.txt,0,0.563086
02-11-036.txt,02-11-036_metro.txt,0,0.564629
12-11-005.txt,12-11-005_guardian.txt,0,0.564816
07-11-015.txt,07-11-015_telegraph.txt,0,0.565136
20-11-019.txt,20-11-019_telegraph.txt,1,0.565238
13-11-010.txt,13-11-010_express.txt,1,0.565551
18-11-005.txt,18-11-005_bbc.txt,1,0.565599
04-11-009.txt,04-11-009_daily_mail.txt,0,0.565618
06-11-025.txt,06-11-025_guardian.txt,1,0.567177
05-11-023.txt,05-11-023_daily_mail.txt,0,0.567616
12-11-005.txt,12-11-005_mirror.txt,1,0.567641
06-11-007.txt,06-11-007_reuters.txt,0,0.568212
15-11-013.txt,15-11-013_telegraph.txt,0,0.568219
05-11-023.txt,05-11-023_guardian.txt,0,0.568878
19-11-011.txt,19-11-011_express.txt,0,0.5693
07-11-020.txt,07-11-020_guardian.txt,1,0.570037
05-11-024.txt,05-11-024_mirror.txt,0,0.571607
05-11-021.txt,05-11-021_express.txt,1,0.572024
03-11-038.txt,03-11-038_telegraph.txt,0,0.57258
18-11-012.txt,18-11-012_bbc.txt,0,0.573012
07-11-033.txt,07-11-033_sun.txt,0,0.574104
06-11-025.txt,06-11-025_bbc.txt,0,0.574213
19-11-009.txt,19-11-009_daily_mail.txt,0,0.575158
09-11-004.txt,09-11-004_times.txt,0,0.57548
15-11-011.txt,15-11-011_scotsman.txt,1,0.576801
19-11-001.txt,19-11-001_times.txt,0,0.577038
07-11-004.txt,07-11-004_telegraph.txt,0,0.57714
08-11-026.txt,08-11-026_mirror.txt,0,0.579124
06-11-007.txt,06-11-007_daily_mail.txt,0,0.579701
07-11-030.txt,07-11-030_metro.txt,0,0.579859
01-11-015.txt,01-11-015_metro.txt,0,0.58005
05-11-007.txt,05-11-007_reuters.txt,0,0.58039
02-11-023.txt,02-11-023_express.txt,0,0.580522
07-11-017.txt,07-11-017_guardian.txt,1,0.580594
15-11-014.txt,15-11-014_independent.txt,0,0.581154
08-11-026.txt,08-11-026_sun.txt,0,0.581895
13-11-013.txt,13-11-013_independent.txt,0,0.583579
14-11-006.txt,14-11-006_sunday_times.txt,0,0.583719
05-11-023.txt,05-11-023_times.txt,0,0.584015
07-11-029.txt,07-11-029_express.txt,0,0.585412
18-11-011.txt,18-11-011_mirror.txt,0,0.586842
01-11-015.txt,01-11-015_express.txt,0,0.587407
09-11-012.txt,09-11-012_daily_mail.txt,0,0.587676
19-11-010.txt,19-11-010_sun.txt,0,0.588561
05-11-006.txt,05-11-006_times.txt,0,0.589031
12-11-003.txt,12-11-003_mirror.txt,0,0.590934
12-11-005.txt,12-11-005_telegraph.txt,0,0.590999
16-11-002.txt,16-11-002_telegraph.txt,1,0.591852
08-11-028.txt,08-11-028_independent.txt,0,0.593509
06-11-010.txt,06-11-010_express.txt,0,0.594361
03-11-024.txt,03-11-024_metro.txt,0,0.594917
03-11-019.txt,03-11-019_telegraph.txt,0,0.598026
18-11-013.txt,18-11-013_daily_mail.txt,1,0.598039
05-11-002.txt,05-11-002_reuters.txt,0,0.598424
06-11-001.txt,06-11-001_mirror.txt,0,0.598761
19-11-002.txt,19-11-002_daily_mail.txt,0,0.598922
19-11-006.txt,19-11-006_guardian.txt,0,0.599402
01-11-013.txt,01-11-013_independent.txt,1,0.602521
03-11-019.txt,03-11-019_daily_mail.txt,0,0.602552
12-11-023.txt,12-11-023_bbc.txt,0,0.603461
15-11-006.txt,15-11-006_telegraph.txt,0,0.603979
04-11-018.txt,04-11-018_telegraph.txt,0,0.604021
05-11-011.txt,05-11-011_sun.txt,0,0.604154
07-11-029.txt,07-11-029_mirror.txt,0,0.604458
05-11-002.txt,05-11-002_independent.txt,0,0.604926
09-11-003.txt,09-11-003_daily_mail.txt,0,0.60509
03-11-022.txt,03-11-022_telegraph.txt,0,0.605579
18-11-013.txt,18-11-013_telegraph.txt,1,0.605938
13-11-010.txt,13-11-010_sun.txt,0,0.606004
06-11-025.txt,06-11-025_sun.txt,0,0.607476
03-11-014.txt,03-11-014_guardian.txt,1,0.608204
15-11-023.txt,15-11-023_scotsman.txt,0,0.608302
15-11-007.txt,15-11-007_daily_mail.txt,0,0.608336
12-11-026.txt,12-11-026_mirror.txt,0,0.609149
03-11-028.txt,03-11-028_daily_mail.txt,0,0.609239
12-11-026.txt,12-11-026_daily_mail.txt,0,0.610134
02-11-002.txt,02-11-002_times.txt,0,0.612026
08-11-026.txt,08-11-026_guardian.txt,0,0.612381
15-11-011.txt,15-11-011_telegraph.txt,1,0.612799
04-11-018.txt,04-11-018_reuters.txt,0,0.612902
15-11-010.txt,15-11-010_bbc.txt,0,0.613256
03-11-032.txt,03-11-032_times.txt,0,0.613849
05-11-007.txt,05-11-007_telegraph.txt,0,0.613925
20-11-004.txt,20-11-004_telegraph.txt,0,0.614389
17-11-007.txt,17-11-007_daily_mail.txt,0,0.614646
07-11-017.txt,07-11-017_bbc.txt,1,0.615475
03-11-005.txt,03-11-005_reuters.txt,0,0.615665
03-11-005.txt,03-11-005_telegraph.txt,0,0.616591
20-11-014.txt,20-11-014_daily_mail.txt,0,0.616754
13-11-010.txt,13-11-010_mirror.txt,0,0.617716
13-11-002.txt,13-11-002_mirror.txt,1,0.617777
17-11-012.txt,17-11-012_telegraph.txt,0,0.618495
05-11-018.txt,05-11-018_sun.txt,0,0.619048
01-11-013.txt,01-11-013_daily_mail.txt,1,0.619549
11-11-005.txt,11-11-005_express.txt,0,0.619647
05-11-030.txt,05-11-030_scotsman.txt,0,0.619707
08-11-026.txt,08-11-026_telegraph.txt,0,0.619897
03-11-005.txt,03-11-005_independent.txt,0,0.619909
09-11-004.txt,09-11-004_mirror.txt,0,0.621086
04-11-017.txt,04-11-017_bbc.txt,0,0.621972
05-11-018.txt,05-11-018_metro.txt,0,0.622185
15-11-013.txt,15-11-013_metro.txt,0,0.622535
04-11-007.txt,04-11-007_telegraph.txt,0,0.623542
13-11-003.txt,13-11-003_independent.txt,0,0.624686
17-11-012.txt,17-11-012_times.txt,0,0.62477
06-11-025.txt,06-11-025_express.txt,0,0.625852
07-11-016.txt,07-11-016_press_association.txt,0,0.626608
05-11-002.txt,05-11-002_guardian.txt,0,0.626661
04-11-007.txt,04-11-007_daily_mail.txt,0,0.627183
03-11-005.txt,03-11-005_guardian.txt,1,0.627244
07-11-025.txt,07-11-025_bbc.txt,0,0.628169
09-11-004.txt,09-11-004_daily_mail.txt,0,0.628223
17-11-003.txt,17-11-003_telegraph.txt,0,0.629025
03-11-004.txt,03-11-004_telegraph.txt,0,0.629484
02-11-036.txt,02-11-036_guardian.txt,0,0.63001
15-11-018.txt,15-11-018_telegraph.txt,0,0.630461
05-11-010.txt,05-11-010_independent.txt,0,0.630978
13-11-002.txt,13-11-002_bbc.txt,1,0.631883
06-11-011.txt,06-11-011_sun.txt,0,0.633564
09-11-001.txt,09-11-001_bbc.txt,0,0.635009
08-11-018.txt,08-11-018_reuters.txt,0,0.63503
03-11-004.txt,03-11-004_mail_sunday.txt,0,0.635049
05-11-024.txt,05-11-024_scotsman.txt,0,0.635488
05-11-031.txt,05-11-031_bbc.txt,0,0.639337
02-11-002.txt,02-11-002_metro.txt,0,0.640394
20-11-003.txt,20-11-003_daily_mail.txt,0,0.641163
12-11-009.txt,12-11-009_express.txt,0,0.641955
05-11-005.txt,05-11-005_metro.txt,0,0.642403
09-11-014.txt,09-11-014_telegraph.txt,0,0.642461
03-11-013.txt,03-11-013_bbc.txt,1,0.64287
19-11-012.txt,19-11-012_metro.txt,0,0.643467
15-11-026.txt,15-11-026_reuters.txt,0,0.643843
15-11-013.txt,15-11-013_bbc.txt,0,0.6444
02-11-002.txt,02-11-002_guardian.txt,0,0.644997
04-11-007.txt,04-11-007_independent.txt,0,0.645331
07-11-010.txt,07-11-010_daily_mail.txt,0,0.645522
07-11-013.txt,07-11-013_metro.txt,0,0.646088
08-11-018.txt,08-11-018_telegraph.txt,0,0.647454
09-11-004.txt,09-11-004_reuters.txt,0,0.648218
15-11-013.txt,15-11-013_daily_mail.txt,0,0.648277
02-11-002.txt,02-11-002_independent.txt,0,0.648513
15-11-021.txt,15-11-021_metro.txt,0,0.64919
05-11-018.txt,05-11-018_telegraph.txt,0,0.649813
14-11-003.txt,14-11-003_daily_star.txt,0,0.650428
07-11-029.txt,07-11-029_times.txt,0,0.652182
17-11-012.txt,17-11-012_bbc.txt,0,0.652837
16-11-005.txt,16-11-005_mirror.txt,0,0.653042
05-11-006.txt,05-11-006_scotsman.txt,0,0.653484
07-11-038.txt,07-11-038_reuters.txt,0,0.653885
07-11-038.txt,07-11-038_mirror.txt,0,0.653951
14-11-006.txt,14-11-006_telegraph.txt,0,0.653997
20-11-014.txt,20-11-014_reuters.txt,0,0.654426
07-11-029.txt,07-11-029_daily_mail.txt,0,0.654548
08-11-003.txt,08-11-003_bbc.txt,0,0.655462
13-11-010.txt,13-11-010_telegraph.txt,0,0.656704
07-11-025.txt,07-11-025_sunday_sun.txt,0,0.656711
07-11-010.txt,07-11-010_bbc.txt,0,0.656848
05-11-007.txt,05-11-007_scotsman.txt,1,0.657456
05-11-036.txt,05-11-036_daily_mail.txt,0,0.657738
19-11-001.txt,19-11-001_telegraph.txt,0,0.657923
03-11-001.txt,03-11-001_scotsman.txt,0,0.657944
